Salem,"Sri Shanmugha College of Engineering and Technology, Salem"
Salem,"Tagore Institute of Engineering and Technology, Attur, Salem"
Salem,"The Kavery College of Engineering, Mettur, Salem"
Salem,"The Kavery Engineering College, Mettur, Salem"
Salem,"V.S.A. Educational and Charitable Trust,s Group of Institutions, Salem"
Salem,"Vinayaka Mission's Kirupanada Variyar Engineering College, Salem"
Sivaganga,"A.C. College of Engineering and Technology, Karaikudi, Sivagangai"
Sivaganga,"Central Electro Chemical Research Institute, Karaikudi, Sivagangai"
Sivaganga,"K.L.N. College of Engineering, Sivagangai"
Sivaganga,"K.L.N. College of Information Technology, Sivagangai"
Sivaganga,"Karaikudi Institute of Technology and Karaikudi Institute of Management, Sivagangai"
Sivaganga,"Madurai Institute of Engineering and Technology, Manamadurai, Sivagangai"
Sivaganga,"Pandiyan Saraswathi Yadav Engineering College, Sivagangai"
Sivaganga,"Pannai College of Engineering and Technology, Sivagangai"
Sivaganga,"Sree Raaja Raajan College of Engineering and Technology, Karaikudi, Sivagangai"
Sivaganga,"St. Michael College of Engineering and Technology, Sivagangai"
Thanjavur,"Anna University Tiruchirappalli, Pattukkottai, Pattukkottai, Thanjavur"
Thanjavur,"Annai College of Engineering and Technology, Kumbakonam, Thanjavur"
Thanjavur,"As-Salam College of Engineering and Technology, Thanjavur"
Thanjavur,"K.S.K College of Engineering and Technology, Kumbakonam, Thanjavur"
Thanjavur,"Parisutham Institute of Technology and Science, Thanjavur"
Thanjavur,"Periyar Maniammai University (Periyar Maniammai College of Technology for Women), Vallam, Thanjavur"
Thanjavur,"Ponnaiyah Ramajayam College of Engineering and Technology, Thanjavur"
Thanjavur,"PRIST University (P.R. Engineering College), Thanjavur"
Thanjavur,"SASTRA University (Shanmugha Arts, Science, Technology and Research Academy), Thanjavur"
Thanjavur,"SMR East Coast College of Engineering and Technology, Thanjavur"
Thanjavur,"St. Joseph's College of Engineering and Technology, Thanjavur"
Thanjavur,"Star Lion College of Engineering and Technology, Thanjavur"
Thanjavur,"Vandayar Engineering College, Thanjavur"
Theni,"Bharath Niketan Engineering College, Aundipatti, Theni"
Theni,"Nadar Saraswathi College of Engineering and Technology, Theni"
Theni,"Odaiyappa College of Engineering and Technology, Theni"
Theni,"Theni Kammavar Sangam College of Technology, Theni"
Theni,"VPV College of Engineering, Theni"
Tirunelveli,"A.R. College of Engineering and Technology, Ambasamudram, Tirunelveli"
Tirunelveli,"Arul College of Technology, Tirunelveli"
Tirunelveli,"Cape Institute of Technology, Radhapuram, Tirunelveli"
Tirunelveli,"Einstein College of Engineering, Seethaparpanallur, Tirunelveli"
Tirunelveli,"Francis Xavier Engineering College, Palayamkottai, Tirunelveli"
Tirunelveli,"Government College of Engineering, Tirunelveli"
Tirunelveli,"J.P. College of Engineering, Tenkasi, Tirunelveli"
Tirunelveli,"Joe Suresh Engineering CollegeJoe Suresh Engineering College, Palayamkottai, Tirunelveli"
Tirunelveli,"Mahakavi Bharathiyar College of Engineering and Technology, Vasudevanallur, Tirunelveli"
Tirunelveli,"National College of Engineering, Tirunelveli"
